"Class","Compound","WellName_R1","WellName_R2","Canx_M","Dnajc5_M","Egfr_M","Errfi1_M","Gapdh_M","Kpnb1_M","Myc_M","Nras_M","P53_M","Rab7a_M","Rpap3_M","RhoA_M","Sec16a_M","Slc2a1_M"
"Methylase","S-(5Õ-Adenosyl)-L-methionine (tosylate)","I16","J16",1.11246873476023,1.00503406380814,0.968995995526442,0.978088283847375,0.949009741477825,0.944082704186685,0.976357522031058,1.00608999084936,0.943612682304725,0.958938726611455,1.05426814268076,1.08680416416535,0.996157101238659,1.0479557069483
"Methylase","SGC0946","C17","D17",1.13744002458164,0.951037375335635,1.01496891441049,0.946704868559623,0.993357275449837,0.944615274282586,1.02604358210818,1.06530362582022,1.07249310514903,0.970159745590021,1.01160979920567,1.23656669366012,1.04240303611434,1.12057069129705
"Methylase","Sinefungin","A22","B22",1.08321250568089,1.10240481077591,0.999456831098251,1.06198130502138,1.01155396720476,1.02961803769889,1.06346765407698,1.02166484882035,0.972147278836405,1.04613933658063,1.02877619090468,1.25090493004364,1.06530164829514,1.05738487705058
"Methylase","UNC0224","A18","B18",1.09403186168577,1.01561077489408,0.955912017638641,1.01770455780148,1.02403122899988,1.05341850410716,1.02950255921659,1.11711224420493,0.967689929756203,1.04068299349447,1.01771046872714,1.2587109786558,1.03317792560801,1.10378059122277
"Methylase","UNC0321 (trifluoroacetate salt)","C6","D6",1.0986406702348,1.0777268521413,0.927022407675313,0.984213108390804,0.943242596054591,1.00008306528109,1.04239732066239,1.06637102725581,0.926644045651898,1.06095039888757,1.09168987537873,1.22379540402031,1.02996713243604,1.02270679261499
"Methylase","UNC0631","E11","F11",1.06243615032413,1.07688588941714,0.912106859650816,0.93879688414573,0.958052264985829,0.936787516307472,0.997288402798765,0.991241145513079,1.10959462241694,0.951358205298355,1.08564697033813,1.10223548951888,1.04261010245315,1.07302053448234
"Methylase","UNC0638","E3","F3",1.10643132581728,1.09732023833288,0.932069727270282,1.00021846905803,0.954319335800419,0.941786402536816,0.952717233657685,1.00613910614404,1.10308083187185,0.981395974080253,1.07095071614985,1.20164657322763,0.993950229328494,0.958614972648921
"Methylase","UNC0642","E16","F16",1.09681114074778,1.02911396818994,0.941568610437463,1.0076304317199,1.00588502969559,0.97832044905082,0.981456683987095,1.03032897300002,0.962852868809512,1.0138066607735,1.07301741901431,1.18638884005742,1.03973266607882,1.02155242152375
"Methylase","UNC0646","G2","H2",1.07047858940604,1.0742843901579,0.886524591950433,0.913070729202719,0.998248001930962,0.995533202969585,0.977217971869988,1.04777025576232,1.01765922090903,1.01217542496567,1.05984044386132,1.03945685024314,1.00424829156771,1.0494422837903
"Methylase","UNC1215","C18","D18",1.12851823238752,0.973346841433727,0.947158225547837,1.05112743666953,1.01852230666396,0.976875965302901,1.03706220511788,1.0317281859184,0.984156152566255,0.969393694789501,1.05113605324386,1.25073779569667,1.05575775313685,1.08084613743165
"Methylase","UNC1999","E17","F17",1.13942723316359,1.05342185568768,0.94218617395312,0.972190857938539,1.01259313020847,0.976517426828399,1.00651338156305,1.02717432463615,1.14949965192766,1.01472216509107,1.04076807641549,1.15210291094829,1.02543714505084,1.03992856077907
"Methylase","WDR5-0103","C15","D15",1.1719101568456,1.02159067498172,0.930946482310549,0.995836216244322,1.04879097372523,1.01312401779143,1.02642390035848,1.08898232344473,0.869672397769517,1.03897183239675,1.1144580663145,1.17662586189397,1.04714078847412,1.06010449807747
"Multiple","(+)-Abscisic Acid","A2","B2",1.11538098168452,1.05513054142217,0.937780398972399,1.07677036090865,0.99377751498607,1.05246051049285,1.08079481325671,1.02826138211163,0.928603382367353,1.07966425102567,0.994740900884625,1.26929947626806,1.03330445164388,1.04128861399134
"Multiple","1-Naphthoic Acid","I6","J6",1.02312182749988,1.00456024140031,0.946570598445868,0.9645400008809,0.931068883329674,0.980368494279338,0.985603980695425,0.990204362331826,0.9905350558631,0.946424924567706,1.05485390649293,1.10244078515632,1.05348416157277,1.0006266678018
"Multiple","3,3Õ-Diindolylmethane","G18","H18",1.10105127865975,1.03988695610494,0.914492033768337,1.01281771785556,0.993887006519321,1.0211206118789,0.985698965093679,1.02721641862169,0.906234998778885,1.02620687843025,0.979361208717936,1.05858544589633,1.03363306620892,1.07666478619229
"Multiple","Isoliquiritigenin","E5","F5",1.0752596355714,1.07555223493725,0.953419093171972,1.00050346596125,0.958301138281678,1.05117647668853,0.992043173892353,1.06618935343933,NA,0.988789134460675,1.07271682948818,1.08527318654733,1.02654050015752,1.03602749719928
"Multiple","Sodium 4-Phenylbutyrate","I7","J7",1.08782274642058,0.997033841110942,0.914127410761834,0.9965156493573,0.992726925730655,0.998655229789234,0.981132692823683,1.01069002650388,1.08054053187126,0.9913314749974,1.01596050248253,1.07577272852394,1.00918207698109,1.0730159608576
"p53 agonist","Tenovin-1","M6","N6",1.04526363545321,0.928003293049573,1.01522286318583,0.922494297805188,0.866003957055471,0.91544375789503,0.934478956270157,0.983588150822635,0.924455716539372,1.02987817855248,1.0309438988266,1.16401623386438,0.99037985904421,0.971877687418273
"PARP","3-amino Benzamide","A3","B3",1.17960658836108,1.05436390585034,0.953995456241006,1.08712157468213,0.987684353885026,1.06006137525114,1.06121024033224,1.09753550072945,0.973303794167816,1.01324433874751,1.0112742014936,1.30836979153942,1.03474460242479,1.02211337566894
"PARP","BSI-201","I5","J5",1.04014226837168,0.993016794307708,0.972810246191264,0.993575292087082,0.98198809253009,0.924532633183755,0.973188654750762,1.0311221420639,1.03719677555477,0.975032273241641,1.02860367473869,1.10582720917424,1.024292595561,0.950810538297409
"PARP","Rucaparib (phosphate)","I8","J8",1.09134877531163,1.00787458892175,0.896889381584647,0.884088690035914,0.931975277496057,0.9571938885389,0.967826109984014,1.00068899378621,0.949777291887945,0.960821836099926,1.01076403881276,1.06148720417318,1.0130192759178,0.994134211840273
"Proline hydroxylase","DMOG","K15","L15",1.06296056713731,1.01254430487833,1.007789905375,0.939160477452543,0.953519762772375,0.937644166209487,0.925404861365597,1.00503774113565,0.987472577000043,0.957210810227836,1.02763444099579,1.06950867892162,1.01414494046551,1.03503474932307
"Proline hydroxylase","Octyl-_-ketoglutarate","K5","L5",1.01384526484634,1.03013982411644,0.865226216581801,0.96501812636578,0.946136841273763,0.986910146334258,0.973197128817928,0.98386495885744,0.996438766921512,0.981613784480576,0.997503703658754,1.05028802150056,1.00627863343839,0.928992158939476
"REV-ERB_ agonist","GSK4112","K4","L4",1.02796441526402,1.0017615793,0.954149252676531,0.951436425170695,0.959309625598427,0.968148442383325,0.971746565387986,0.964594280636475,0.912765021180946,0.951111344118422,0.973988514906918,1.00282412569113,0.996228642890608,0.937622422868878
"Rho GTPase","CCG-100602","E6","F6",1.06603559242378,1.04369268332884,0.882056069070172,1.01106546409853,0.921410152215637,1.0002377500281,0.984527079389745,1.10499888086901,0.925153881022681,0.991690266303289,1.0759449981175,1.06964555032853,1.03838547429881,1.02712145306813
"SIRT","AGK2","M11","N11",1.06207199465853,1.00348164044581,0.918136663115006,0.880132781717119,0.95028367893935,0.967281322494266,0.985880595169778,0.995227125482569,0.958563160762476,0.94357699610637,1.13520475665849,0.983131824185638,0.993588268622021,0.961061610529634
"SIRT","AGK7","G21","H21",1.09863057165469,0.975890423495946,0.976880428489472,1.05876921719015,0.997200532005733,1.05800639069443,0.998396334149317,0.994626866772697,1.05728928303217,1.01381379808098,1.04734457089159,1.02752198854502,1.01491312940922,0.981971821758443
"SIRT","AK-7","C19","D19",1.0717277647966,0.962516017172347,0.932311579734883,1.02285257165353,0.976659540742097,1.02738940389464,1.04267357867598,1.00996008571402,1.0419953664157,1.04531961259445,1.09205499536173,1.14443443574468,1.06010128636627,1.0169419668887
"SIRT","EX-527","K22","L22",0.875381636127251,0.952610942713575,0.982548283767512,0.909877990302705,1.00075951033665,0.929469682243873,0.986811137510066,0.972233912926246,0.92840032527881,1.04058118820642,0.988647007949319,0.943297481179547,0.991835102334531,0.910502068130913
"SIRT","JGB1741","C10","D10",1.16589710210256,0.996495107506497,0.876832136098647,0.97506082975854,0.910289715467873,1.03559646515291,1.0081036508771,1.1051547087692,0.955504526176043,1.00344038903581,1.06509954026669,1.26444248734818,1.02418259743326,1.07743121996028
"SIRT","Nicotinamide","G6","H6",1.13874649710375,0.99372950767082,0.883688044300672,0.955773550999669,0.933116975580492,0.934952355396247,0.994108377375951,1.03653022245486,1.07693801042951,0.936233648650731,1.07061248147968,1.07910193106637,0.997036956063634,0.971472380716662
"SIRT","Salermide","O7","P7",1.09053920768893,0.983676082775691,1.00357836634367,0.977343986580577,1.02708835339352,1.01681052516894,0.993689275038197,0.940888051138618,1.05955061865952,0.973508243924136,1.02227833680052,1.07218106868958,0.997138564261488,0.973368698321964
"SIRT","SIRT1/2 Inhibitor IV","E13","F13",1.10463621962973,0.991536127135235,0.947531273495758,0.903143691958342,0.976506240435032,0.980435545404661,1.00081306750424,0.993069033008347,1.11344209403515,0.967552176549975,1.03177631255598,1.09742732346896,1.05081515576065,1.08953820658483
"SIRT","Sirtinol","A7","B7",1.14070290357204,1.01388496256332,0.985008665195304,1.06569067799209,0.992017593758094,1.02736869748987,1.09018855620162,1.10225016084548,1.04429820485228,1.07482100276662,1.08983123360242,1.27561488536407,1.05240211523333,1.11265843746673
"SIRT","Splitomicin","O3","P3",1.05245382945097,0.985949903364643,0.971850764825709,1.02636454286932,0.981942953098073,0.957600556928564,0.98909396516679,0.973062232028324,0.967650582770247,0.985502727760401,0.981048563054953,0.979912681116159,1.00446852686204,0.921562466565049
"SIRT agonist","CAY10591","K21","L21",0.937793766714444,0.999168944960556,0.941276362215522,0.977187839266279,1.00800573876992,1.00917605644296,0.968504127890704,0.950505676106413,0.942259944870142,0.974232302963601,0.9832446666809,1.03717658725322,1.00580546599737,1.00240580025204
"SIRT agonist","trans-Resveratrol","K14","L14",1.09237237258776,0.964519888298451,0.941005566500506,0.936955649864331,0.934061085758284,0.948057151205874,0.9737837553432,1.0336279518026,0.97814235803783,1.0169399922039,0.984152728893975,1.1070135551796,1.04356928646538,1.004314883324
"Topoisomerase II","Etoposide","M2","N2",1.00439917198361,1.06686631191943,0.928469376192123,0.966103872235556,0.915097987714207,0.950132441513246,0.995630490114419,0.948677243775418,0.90395287449689,1.00411235385211,0.9880142487593,0.997337397243234,1.00248935979971,0.910030250224474
